season,week,game_type,home_team,away_team,elo_home_pre,elo_away_pre,home_advantage,p_home,result,elo_home_post,elo_away_post
1999,3,REG,LV,CHI,1502.9801,1497.0199,42.2,0.5689,1,1511.6027,1488.3973
1999,3,REG,PIT,SEA,1521.8468,1500.5627,42.2,0.5904,0,1510.0396,1512.3699
1999,3,REG,LAC,IND,1510.9586,1500.0685,42.2,0.5758,0,1499.4423,1511.5848
1999,3,REG,LA,ATL,1508.7913,1480.63,42.2,0.5999,1,1516.7934,1472.6279
1999,3,REG,TB,DEN,1500.0,1480.0685,42.2,0.5885,1,1508.2305,1471.838
1999,3,REG,ARI,SF,1502.4174,1500.5013,42.2,0.5631,0,1491.1544,1511.7643
1999,4,REG,ATL,BAL,1472.6279,1489.3617,42.2,0.5366,0,1461.8962,1500.0934
1999,4,REG,CHI,NO,1488.3973,1499.4987,42.2,0.5446,1,1497.5046,1490.3914
1999,4,REG,CIN,LA,1471.4659,1516.7934,42.2,0.4955,0,1461.5559,1526.7034
1999,4,REG,CLE,NE,1471.7716,1528.1445,42.2,0.4796,0,1462.1793,1537.7368
1999,4,REG,DAL,ARI,1519.37,1491.1544,42.2,0.6,1,1527.3706,1483.1538
1999,4,REG,DEN,NYJ,1471.838,1469.4465,42.2,0.5638,0,1460.5616,1480.7229
1999,4,REG,MIN,TB,1490.6639,1508.2305,42.2,0.5354,1,1499.9561,1498.9383
1999,4,REG,NYG,PHI,1491.157,1469.4194,42.2,0.591,1,1499.3372,1461.2392
1999,4,REG,PIT,JAX,1510.0396,1508.2198,42.2,0.563,0,1498.7793,1519.4801
1999,4,REG,LAC,KC,1499.4423,1509.2934,42.2,0.5464,1,1508.5139,1500.2218
1999,4,REG,SEA,LV,1512.3699,1511.6027,42.2,0.5615,1,1521.1395,1502.8331
1999,4,REG,SF,TEN,1511.7643,1528.2988,42.2,0.5369,1,1521.0269,1519.0362
1999,4,REG,WAS,CAR,1511.252,1489.2855,42.2,0.5913,1,1519.4259,1481.1116
1999,4,REG,MIA,BUF,1520.0,1508.0947,42.2,0.5772,0,1508.4552,1519.6395
1999,5,REG,ARI,NYG,1483.1538,1499.3372,42.2,0.5374,1,1492.4064,1490.0846
1999,5,REG,BUF,PIT,1519.6395,1498.7793,42.2,0.5898,1,1527.8442,1490.5746
1999,5,REG,CLE,CIN,1462.1793,1461.5559,42.2,0.5613,0,1450.9529,1472.7823
1999,5,REG,DET,LAC,1510.5696,1508.5139,42.2,0.5633,0,1499.3027,1519.7808
1999,5,REG,GB,TB,1508.8419,1498.9383,42.2,0.5744,1,1517.3534,1490.4268
1999,5,REG,IND,MIA,1511.5848,1508.4552,42.2,0.5649,0,1500.2875,1519.7525
1999,5,REG,KC,NE,1500.2218,1537.7368,42.2,0.5067,1,1510.087,1527.8716
1999,5,REG,MIN,CHI,1499.9561,1497.5046,42.2,0.5639,0,1488.678,1508.7827
1999,5,REG,NO,ATL,1490.3914,1461.8962,42.2,0.6004,0,1478.3843,1473.9033
1999,5,REG,LV,DEN,1502.8331,1460.5616,42.2,0.6192,0,1490.4486,1472.9461
1999,5,REG,PHI,DAL,1461.2392,1527.3706,42.2,0.4656,1,1471.9269,1516.6829
1999,5,REG,LA,SF,1526.7034,1521.0269,42.2,0.5685,1,1535.3341,1512.3962
1999,5,REG,TEN,BAL,1519.0362,1500.0934,42.2,0.5871,1,1527.2943,1491.8353
1999,5,REG,NYJ,JAX,1480.7229,1519.4801,42.2,0.505,0,1470.6238,1529.5792
1999,6,REG,ARI,WAS,1492.4064,1519.4259,42.2,0.5218,0,1481.9697,1529.8626
1999,6,REG,ATL,LA,1473.9033,1535.3341,42.2,0.4724,0,1464.4562,1544.7812
1999,6,REG,BUF,LV,1527.8442,1490.4486,42.2,0.6126,0,1515.5925,1502.7003
1999,6,REG,CHI,PHI,1508.7827,1471.9269,42.2,0.6118,0,1496.5458,1484.1638
1999,6,REG,CIN,PIT,1472.7823,1490.5746,42.2,0.5351,0,1462.0809,1501.276
1999,6,REG,DEN,GB,1472.9461,1517.3534,42.2,0.4968,1,1483.0096,1507.2899
1999,6,REG,DET,MIN,1499.3027,1488.678,42.2,0.5754,1,1507.7939,1480.1868
1999,6,REG,JAX,CLE,1529.5792,1450.9529,42.2,0.6672,1,1536.2353,1444.2968
1999,6,REG,NE,MIA,1527.8716,1519.7525,42.2,0.5719,0,1516.4333,1531.1908
1999,6,REG,NO,TEN,1478.3843,1527.2943,42.2,0.4903,0,1468.5774,1537.1012
1999,6,REG,NYJ,IND,1470.6238,1500.2875,42.2,0.518,0,1460.2631,1510.6482
1999,6,REG,LAC,SEA,1519.7808,1521.1395,42.2,0.5585,1,1528.6107,1512.3096
1999,6,REG,SF,CAR,1512.3962,1481.1116,42.2,0.6042,0,1500.3121,1493.1957
1999,6,REG,NYG,DAL,1490.0846,1516.6829,42.2,0.5224,1,1499.6358,1507.1317
1999,7,REG,BAL,KC,1491.8353,1510.087,42.2,0.5344,0,1481.1471,1520.7752
1999,7,REG,CAR,DET,1493.1957,1507.7939,42.2,0.5396,0,1482.4029,1518.5867
1999,7,REG,DAL,WAS,1507.1317,1529.8626,42.2,0.528,1,1516.5719,1520.4224
1999,7,REG,IND,CIN,1510.6482,1462.0809,42.2,0.6277,1,1518.0936,1454.6355
1999,7,REG,MIA,PHI,1531.1908,1484.1638,42.2,0.6257,1,1538.6777,1476.6769
1999,7,REG,MIN,SF,1480.1868,1500.3121,42.2,0.5317,1,1489.5523,1490.9466
1999,7,REG,NE,DEN,1516.4333,1483.0096,42.2,0.6071,1,1524.2904,1475.1525
1999,7,REG,NYG,NO,1499.6358,1468.5774,42.2,0.6039,1,1507.558,1460.6552
1999,7,REG,LV,NYJ,1502.7003,1460.2631,42.2,0.6194,1,1510.3113,1452.6521
1999,7,REG,LAC,GB,1528.6107,1507.2899,42.2,0.5904,0,1516.8025,1519.0981
1999,7,REG,SEA,BUF,1512.3096,1515.5925,42.2,0.5558,1,1521.1941,1506.708
1999,7,REG,LA,CLE,1544.7812,1444.2968,42.2,0.6945,1,1550.8907,1438.1873
1999,7,REG,TB,CHI,1490.4268,1496.5458,42.2,0.5517,1,1499.392,1487.5806
1999,7,REG,PIT,ATL,1501.276,1464.4562,42.2,0.6118,1,1509.04,1456.6922
1999,8,REG,ARI,NE,1481.9697,1524.2904,42.2,0.4998,0,1471.9732,1534.2869
1999,8,REG,ATL,CAR,1456.6922,1482.4029,42.2,0.5237,1,1466.218,1472.8771
1999,8,REG,BAL,BUF,1481.1471,1506.708,42.2,0.5239,0,1470.6686,1517.1865
1999,8,REG,CIN,JAX,1454.6355,1536.2353,42.2,0.4435,0,1445.7647,1545.1061
1999,8,REG,DEN,MIN,1475.1525,1489.5523,42.2,0.5399,0,1464.354,1500.3508
1999,8,REG,DET,TB,1518.5867,1499.392,42.2,0.5874,1,1526.8378,1491.1409
1999,8,REG,IND,DAL,1518.0936,1516.5719,42.2,0.5626,1,1526.8418,1507.8237
1999,8,REG,KC,LAC,1520.7752,1516.8025,42.2,0.5661,1,1529.454,1508.1237
1999,8,REG,NO,CLE,1460.6552,1438.1873,42.2,0.592,0,1448.8151,1450.0274
1999,8,REG,LV,MIA,1510.3113,1538.6777,42.2,0.5199,0,1499.9133,1549.0757
1999,8,REG,PHI,NYG,1476.6769,1507.558,42.2,0.5163,0,1466.3512,1517.8837
1999,8,REG,TEN,LA,1537.1012,1550.8907,42.2,0.5408,1,1546.2853,1541.7066
1999,8,REG,WAS,CHI,1520.4224,1487.5806,42.2,0.6063,1,1528.2955,1479.7075
1999,8,REG,GB,SEA,1519.0981,1521.1941,42.2,0.5575,0,1507.9489,1532.3433
1999,9,REG,ATL,JAX,1466.218,1545.1061,42.2,0.4474,0,1457.2701,1554.054
1999,9,REG,CAR,PHI,1472.8771,1466.3512,42.2,0.5697,1,1481.4838,1457.7445
1999,9,REG,CLE,BAL,1450.0274,1470.6686,42.2,0.531,0,1439.4077,1481.2883
1999,9,REG,DET,LA,1526.8378,1541.7066,42.2,0.5393,1,1536.0528,1532.4916
1999,9,REG,GB,CHI,1507.9489,1479.7075,42.2,0.6,0,1495.9488,1491.7076
1999,9,REG,IND,KC,1526.8418,1529.454,42.2,0.5567,1,1535.7073,1520.5885
1999,9,REG,MIA,TEN,1549.0757,1546.2853,42.2,0.5644,1,1557.788,1537.573
1999,9,REG,NO,TB,1448.8151,1491.1409,42.2,0.4998,0,1438.8187,1501.1373
1999,9,REG,NYJ,ARI,1452.6521,1471.9732,42.2,0.5329,1,1461.9945,1462.6308
1999,9,REG,LAC,DEN,1508.1237,1464.354,42.2,0.6213,0,1495.6986,1476.7791
1999,9,REG,SEA,CIN,1532.3433,1445.7647,42.2,0.6773,1,1538.7977,1439.3103
1999,9,REG,SF,PIT,1490.9466,1509.04,42.2,0.5346,0,1480.2539,1519.7327
1999,9,REG,WAS,BUF,1528.2955,1517.1865,42.2,0.5761,0,1516.7731,1528.7089
1999,9,REG,MIN,DAL,1500.3508,1507.8237,42.2,0.5498,1,1509.3546,1498.8199
1999,10,REG,ARI,DET,1462.6308,1536.0528,42.2,0.4552,1,1473.527,1525.1566
1999,10,REG,BUF,MIA,1528.7089,1557.788,42.2,0.5189,1,1538.3314,1548.1655
1999,10,REG,CHI,MIN,1491.7076,1509.3546,42.2,0.5353,0,1481.0021,1520.0601
1999,10,REG,CIN,TEN,1439.3103,1537.573,42.2,0.42,0,1430.9101,1545.9732
1999,10,REG,DAL,GB,1498.8199,1495.9488,42.2,0.5645,1,1507.5299,1487.2388
1999,10,REG,JAX,BAL,1554.054,1481.2883,42.2,0.6597,1,1560.8607,1474.4816
1999,10,REG,NO,SF,1438.8187,1480.2539,42.2,0.5011,1,1448.7967,1470.2759
1999,10,REG,NYG,IND,1517.8837,1535.7073,42.2,0.535,0,1507.1832,1546.4078
1999,10,REG,LV,LAC,1499.9133,1495.6986,42.2,0.5664,1,1508.5853,1487.0266
1999,10,REG,PHI,WAS,1457.7445,1516.7731,42.2,0.4758,1,1468.2285,1506.2891
1999,10,REG,PIT,CLE,1519.7327,1439.4077,42.2,0.6694,0,1506.3454,1452.795
1999,10,REG,SEA,DEN,1538.7977,1476.7791,42.2,0.6456,1,1545.8849,1469.6919
1999,10,REG,LA,CAR,1532.4916,1481.4838,42.2,0.631,1,1539.8714,1474.104
1999,10,REG,TB,KC,1501.1373,1520.5885,42.2,0.5327,1,1510.4835,1511.2423
1999,10,REG,NE,NYJ,1534.2869,1461.9945,42.2,0.6591,0,1521.1059,1475.1755
1999,11,REG,ARI,DAL,1473.527,1507.5299,42.2,0.5118,1,1483.2911,1497.7658
1999,11,REG,CIN,BAL,1430.9101,1474.4816,42.2,0.498,0,1420.9496,1484.4421
1999,11,REG,CLE,CAR,1452.795,1474.104,42.2,0.53,0,1442.1944,1484.7046
1999,11,REG,GB,DET,1487.2388,1525.1566,42.2,0.5062,1,1497.1156,1515.2798
1999,11,REG,JAX,NO,1560.8607,1448.7967,42.2,0.7085,1,1566.6911,1442.9663
1999,11,REG,KC,SEA,1511.2423,1545.8849,42.2,0.5109,0,1501.0248,1556.1024
1999,11,REG,MIA,NE,1548.1655,1521.1059,42.2,0.5984,1,1556.198,1513.0734
1999,11,REG,NYJ,BUF,1475.1755,1538.3314,42.2,0.4699,1,1485.7779,1527.729
1999,11,REG,PHI,IND,1468.2285,1546.4078,42.2,0.4484,0,1459.2604,1555.3759
1999,11,REG,LAC,CHI,1487.0266,1481.0021,42.2,0.569,0,1475.6474,1492.3813
1999,11,REG,SF,LA,1470.2759,1539.8714,42.2,0.4607,0,1461.0628,1549.0845
1999,11,REG,TB,ATL,1510.4835,1457.2701,42.2,0.634,1,1517.8043,1449.9493
1999,11,REG,TEN,PIT,1545.9732,1506.3454,42.2,0.6156,1,1553.6606,1498.658
1999,11,REG,WAS,NYG,1506.2891,1507.1832,42.2,0.5592,1,1515.1058,1498.3665
1999,11,REG,DEN,LV,1469.6919,1508.5853,42.2,0.5048,1,1479.5967,1498.6805
1999,12,REG,DAL,MIA,1497.7658,1556.198,42.2,0.4767,1,1508.2327,1545.7311
1999,12,REG,DET,CHI,1515.2798,1492.3813,42.2,0.5926,1,1523.4277,1484.2334
1999,12,REG,BAL,JAX,1484.4421,1566.6911,42.2,0.4426,0,1475.5897,1575.5435
1999,12,REG,BUF,NE,1527.729,1513.0734,42.2,0.5811,1,1536.107,1504.6954
1999,12,REG,CAR,ATL,1484.7046,1449.9493,42.2,0.609,1,1492.5252,1442.1287
1999,12,REG,CLE,TEN,1442.1944,1553.6606,42.2,0.4016,0,1434.162,1561.693
1999,12,REG,IND,NYJ,1555.3759,1485.7779,42.2,0.6556,1,1562.2647,1478.8891
1999,12,REG,MIN,LAC,1520.0601,1475.6474,42.2,0.6221,1,1527.6176,1468.0899
1999,12,REG,NYG,ARI,1498.3665,1483.2911,42.2,0.5817,0,1486.7328,1494.9248
1999,12,REG,LV,KC,1498.6805,1501.0248,42.2,0.5571,0,1487.5384,1512.1669
1999,12,REG,PIT,CIN,1498.658,1420.9496,42.2,0.666,0,1485.3376,1434.27
1999,12,REG,SEA,TB,1556.1024,1517.8043,42.2,0.6138,0,1543.8261,1530.0806
1999,12,REG,LA,NO,1549.0845,1442.9663,42.2,0.7014,1,1555.0573,1436.9935
1999,12,REG,WAS,PHI,1515.1058,1459.2604,42.2,0.6375,1,1522.3564,1452.0098
1999,12,REG,SF,GB,1461.0628,1497.1156,42.2,0.5088,0,1450.8859,1507.2925
1999,13,REG,JAX,PIT,1575.5435,1485.3376,42.2,0.6818,1,1581.9069,1478.9742
1999,13,REG,ARI,PHI,1494.9248,1452.0098,42.2,0.6201,1,1502.5229,1444.4117
1999,13,REG,ATL,NO,1442.1287,1436.9935,42.2,0.5677,1,1450.7747,1428.3475
1999,13,REG,BAL,TEN,1475.5897,1561.693,42.2,0.4372,1,1486.8467,1550.436
1999,13,REG,CAR,LA,1492.5252,1555.0573,42.2,0.4708,0,1483.1097,1564.4728
1999,13,REG,CHI,GB,1484.2334,1507.2925,42.2,0.5275,0,1473.683,1517.8429
1999,13,REG,CIN,SF,1434.27,1450.8859,42.2,0.5368,1,1443.535,1441.6209
1999,13,REG,DEN,KC,1479.5967,1512.1669,42.2,0.5139,0,1469.3196,1522.444
1999,13,REG,DET,WAS,1523.4277,1522.3564,42.2,0.562,1,1532.1887,1513.5954
1999,13,REG,MIA,IND,1545.7311,1562.2647,42.2,0.5369,0,1534.9937,1573.0021
1999,13,REG,NE,DAL,1504.6954,1508.2327,42.2,0.5554,1,1513.5872,1499.3409
1999,13,REG,NYG,NYJ,1486.7328,1478.8891,42.2,0.5715,1,1495.3023,1470.3196
1999,13,REG,LV,SEA,1487.5384,1543.8261,42.2,0.4797,1,1497.9437,1533.4208
1999,13,REG,LAC,CLE,1468.0899,1434.162,42.2,0.6078,1,1475.9332,1426.3187
1999,13,REG,TB,MIN,1530.0806,1527.6176,42.2,0.5639,1,1538.8021,1518.8961
1999,14,REG,TEN,LV,1550.436,1497.9437,42.2,0.633,1,1557.7761,1490.6036
1999,14,REG,BUF,NYG,1536.107,1495.3023,42.2,0.6172,0,1523.7624,1507.6469
1999,14,REG,CIN,CLE,1443.535,1426.3187,42.2,0.5847,1,1451.8413,1418.0124
1999,14,REG,DAL,PHI,1499.3409,1444.4117,42.2,0.6362,1,1506.6159,1437.1367
1999,14,REG,GB,CAR,1517.8429,1483.1097,42.2,0.6089,0,1505.6641,1495.2885
1999,14,REG,IND,NE,1573.0021,1513.5872,42.2,0.6422,1,1580.158,1506.4313
1999,14,REG,KC,MIN,1522.444,1518.8961,42.2,0.5655,1,1531.1348,1510.2053
1999,14,REG,NO,LA,1428.3475,1564.4728,42.2,0.368,0,1420.9869,1571.8334
1999,14,REG,NYJ,MIA,1470.3196,1534.9937,42.2,0.4677,1,1480.9656,1524.3477
1999,14,REG,PIT,BAL,1478.9742,1486.8467,42.2,0.5492,0,1467.9894,1497.8315
1999,14,REG,SEA,LAC,1533.4208,1475.9332,42.2,0.6397,0,1520.6278,1488.7262
1999,14,REG,SF,ATL,1441.6209,1450.7747,42.2,0.5474,1,1450.6726,1441.723
1999,14,REG,TB,DET,1538.8021,1532.1887,42.2,0.5698,1,1547.4063,1523.5845
1999,14,REG,WAS,ARI,1513.5954,1502.5229,42.2,0.5761,1,1522.074,1494.0443
1999,14,REG,JAX,DEN,1581.9069,1469.3196,42.2,0.7091,1,1587.7249,1463.5016
1999,15,REG,CAR,SF,1495.2885,1450.6726,42.2,0.6224,1,1502.8405,1443.1206
1999,15,REG,KC,PIT,1531.1348,1467.9894,42.2,0.6471,1,1538.1923,1460.9319
1999,15,REG,ARI,BUF,1494.0443,1523.7624,42.2,0.518,0,1483.6852,1534.1215
1999,15,REG,BAL,NO,1497.8315,1420.9869,42.2,0.6649,1,1504.5332,1414.2852
1999,15,REG,CHI,DET,1473.683,1523.5845,42.2,0.4889,1,1483.9046,1513.3629
1999,15,REG,CLE,JAX,1418.0124,1587.7249,42.2,0.3243,0,1411.5261,1594.2112
1999,15,REG,DAL,NYJ,1506.6159,1480.9656,42.2,0.5964,0,1494.6875,1492.894
1999,15,REG,DEN,SEA,1463.5016,1520.6278,42.2,0.4785,1,1473.9309,1510.1985
1999,15,REG,IND,WAS,1580.158,1522.074,42.2,0.6404,1,1587.3492,1514.8828
1999,15,REG,MIA,LAC,1524.3477,1488.7262,42.2,0.6102,1,1532.1445,1480.9294
1999,15,REG,LV,TB,1490.6036,1547.4063,42.2,0.479,1,1501.0237,1536.9862
1999,15,REG,PHI,NE,1437.1367,1506.4313,42.2,0.4611,1,1447.915,1495.653
1999,15,REG,LA,NYG,1571.8334,1507.6469,42.2,0.6485,1,1578.8636,1500.6167
1999,15,REG,TEN,ATL,1557.7761,1441.723,42.2,0.7132,1,1563.5121,1435.987
1999,15,REG,MIN,GB,1510.2053,1505.6641,42.2,0.5669,1,1518.868,1497.0014
1999,16,REG,NO,DAL,1414.2852,1494.6875,42.2,0.4452,1,1425.3803,1483.5924
1999,16,REG,DET,DEN,1513.3629,1473.9309,42.2,0.6154,0,1501.0556,1486.2382
1999,16,REG,ATL,ARI,1435.987,1483.6852,42.2,0.4921,1,1446.1452,1473.527
1999,16,REG,BAL,CIN,1504.5332,1451.8413,42.2,0.6333,1,1511.8679,1444.5066
1999,16,REG,CLE,IND,1411.5261,1587.3492,42.2,0.3167,0,1405.193,1593.6823
1999,16,REG,NE,BUF,1495.653,1534.1215,42.2,0.5054,0,1485.5456,1544.2289
1999,16,REG,NYG,MIN,1500.6167,1518.868,42.2,0.5344,0,1489.9285,1529.5562
1999,16,REG,PIT,CAR,1460.9319,1502.8405,42.2,0.5004,1,1470.9235,1492.8489
1999,16,REG,LAC,LV,1480.9294,1501.0237,42.2,0.5318,1,1490.294,1491.6591
1999,16,REG,SEA,KC,1510.1985,1538.1923,42.2,0.5204,1,1519.7898,1528.601
1999,16,REG,SF,WAS,1443.1206,1514.8828,42.2,0.4576,0,1433.9694,1524.034
1999,16,REG,LA,CHI,1578.8636,1483.9046,42.2,0.6877,1,1585.1089,1477.6593
1999,16,REG,TB,GB,1536.9862,1497.0014,42.2,0.6161,1,1544.6639,1489.3237
1999,16,REG,TEN,JAX,1563.5121,1594.2112,42.2,0.5165,1,1573.1812,1584.5421
1999,16,REG,MIA,NYJ,1532.1445,1492.894,42.2,0.6151,0,1519.8422,1505.1963
1999,17,REG,BUF,IND,1544.2289,1593.6823,42.2,0.4896,1,1554.4376,1583.4736
1999,17,REG,CAR,NO,1492.8489,1425.3803,42.2,0.6528,1,1499.7932,1418.436
1999,17,REG,CHI,TB,1477.6593,1544.6639,42.2,0.4644,0,1468.372,1553.9512
1999,17,REG,DAL,NYG,1483.5924,1489.9285,42.2,0.5514,1,1492.5638,1480.9571
1999,17,REG,DEN,LAC,1486.2382,1490.294,42.2,0.5547,0,1475.1447,1501.3875
1999,17,REG,GB,ARI,1489.3237,1473.527,42.2,0.5827,1,1497.6698,1465.1809
1999,17,REG,JAX,CIN,1584.5421,1444.5066,42.2,0.7406,1,1589.7303,1439.3184
1999,17,REG,KC,LV,1528.601,1491.6591,42.2,0.612,0,1516.3617,1503.8984
1999,17,REG,MIN,DET,1529.5562,1501.0556,42.2,0.6004,1,1537.5489,1493.0629
1999,17,REG,NE,BAL,1485.5456,1511.8679,42.2,0.5228,1,1495.0889,1502.3246
1999,17,REG,NYJ,SEA,1505.1963,1519.7898,42.2,0.5396,1,1514.4034,1510.5827
1999,17,REG,PHI,LA,1447.915,1585.1089,42.2,0.3666,1,1460.583,1572.4409
1999,17,REG,PIT,TEN,1470.9235,1573.1812,42.2,0.4144,0,1462.6351,1581.4696
1999,17,REG,WAS,MIA,1524.034,1519.8422,42.2,0.5664,1,1532.7066,1511.1696
1999,17,REG,ATL,SF,1446.1452,1433.9694,42.2,0.5776,1,1454.5928,1425.5218
1999,18,WC,TEN,BUF,1581.4696,1554.4376,42.2,0.5983,1,1591.1096,1544.7976
1999,18,WC,WAS,DET,1532.7066,1493.0629,42.2,0.6157,1,1541.931,1483.8385
1999,18,WC,MIN,DAL,1537.5489,1492.5638,42.2,0.6229,1,1546.5993,1483.5134
1999,18,WC,SEA,MIA,1510.5827,1511.1696,42.2,0.5596,0,1497.1523,1524.6
1999,19,DIV,JAX,MIA,1589.7303,1524.6,42.2,0.6497,1,1598.1368,1516.1935
1999,19,DIV,TB,WAS,1553.9512,1541.931,42.2,0.5774,1,1564.0936,1531.7886
1999,19,DIV,IND,TEN,1583.4736,1591.1096,42.2,0.5496,0,1570.2837,1604.2995
1999,19,DIV,LA,MIN,1572.4409,1546.5993,42.2,0.5967,1,1582.1204,1536.9198
1999,20,CON,JAX,TEN,1598.1368,1604.2995,42.2,0.5517,0,1584.8966,1617.5397
1999,20,CON,LA,TB,1582.1204,1564.0936,42.2,0.5858,1,1592.0608,1554.1532
1999,21,SB,TEN,LA,1617.5397,1592.0608,0.0,0.5366,0,1604.6613,1604.9392
2000,1,REG,ATL,SF,1471.2272,1451.7496,42.2,0.5878,1,1479.4704,1443.5064
2000,1,REG,CLE,JAX,1438.1293,1558.5307,42.2,0.3893,0,1430.3429,1566.3171
2000,1,REG,KC,IND,1512.6123,1548.7401,42.2,0.5087,0,1502.4375,1558.9149
2000,1,REG,MIN,CHI,1526.3863,1480.4592,42.2,0.6242,1,1533.9028,1472.9427
2000,1,REG,NE,TB,1498.3596,1537.9326,42.2,0.5038,0,1488.284,1548.0082
2000,1,REG,NO,DET,1447.0021,1490.8218,42.2,0.4977,0,1437.0487,1500.7752
2000,1,REG,NYG,ARI,1488.8913,1478.3212,42.2,0.5754,1,1497.384,1469.8285
2000,1,REG,PIT,BAL,1476.6155,1503.2075,42.2,0.5224,0,1466.1666,1513.6564
2000,1,REG,WAS,CAR,1522.9484,1501.5114,42.2,0.5906,1,1531.137,1493.3228
2000,1,REG,DAL,PHI,1490.604,1475.2406,42.2,0.5821,0,1478.9622,1486.8824
2000,1,REG,GB,NYJ,1500.0888,1511.3003,42.2,0.5445,0,1489.1992,1522.1899
2000,1,REG,MIA,SEA,1512.4996,1499.742,42.2,0.5784,1,1520.9309,1491.3107
2000,1,REG,LV,LAC,1504.2619,1502.5796,42.2,0.5628,1,1513.0055,1493.836
2000,1,REG,BUF,TEN,1531.6644,1571.7731,42.2,0.503,1,1541.6042,1561.8333
2000,1,REG,LA,DEN,1571.9593,1484.9969,42.2,0.6778,1,1578.404,1478.5522
2000,2,REG,IND,LV,1558.9149,1513.0055,42.2,0.6241,0,1546.4319,1525.4885
2000,2,REG,BAL,JAX,1513.6564,1566.3171,42.2,0.485,1,1523.9574,1556.0161
2000,2,REG,BUF,GB,1541.6042,1489.1992,42.2,0.6329,1,1548.9466,1481.8568
2000,2,REG,CIN,CLE,1460.9933,1430.3429,42.2,0.6033,0,1448.9267,1442.4095
