season,week,game_type,home_team,away_team,elo_home_pre,elo_away_pre,home_rest,away_rest,div_game,home_team_win,elo_diff,week_norm,sample_weight
1999,15,REG,DEN,SEA,1444.4887,1527.6683,6,7,1,1,-40.979599999999934,0.7142857142857143,1.0
1999,15,REG,IND,WAS,1646.4692,1534.6688,7,7,0,1,154.00040000000007,0.7142857142857143,1.0
1999,15,REG,MIA,LAC,1536.5451,1478.9842,7,7,0,1,99.76089999999995,0.7142857142857143,1.0
1999,15,REG,LV,TB,1484.1443,1592.493,10,7,0,1,-66.1487,0.7142857142857143,1.0
1999,15,REG,PHI,NE,1395.6266,1507.0928,7,7,0,1,-69.26619999999984,0.7142857142857143,1.0
1999,15,REG,LA,NYG,1616.3629,1514.9121,7,7,0,1,143.65080000000006,0.7142857142857143,1.0
1999,15,REG,TEN,ATL,1594.9532,1398.5673,10,7,0,1,238.58589999999998,0.7142857142857143,1.0
1999,15,REG,MIN,GB,1518.509,1506.1528,8,8,1,1,54.55619999999995,0.7142857142857143,1.0
1999,16,REG,NO,DAL,1349.8919,1483.5455,5,5,0,1,-91.45359999999987,0.7619047619047619,1.0
1999,16,REG,DET,DEN,1516.0387,1466.8368,6,6,0,0,91.40190000000003,0.7619047619047619,1.0
1999,16,REG,ATL,ARI,1390.4845,1475.3685,7,7,0,1,-42.68400000000001,0.7619047619047619,1.0
1999,16,REG,BAL,CIN,1514.9544,1424.6872,7,14,1,1,132.4672,0.7619047619047619,1.0
1999,16,REG,CLE,IND,1350.4947,1658.1425,7,7,0,0,-265.4478,0.7619047619047619,1.0
1999,16,REG,NE,BUF,1483.1575,1559.0291,7,7,1,0,-33.67159999999994,0.7619047619047619,1.0
1999,16,REG,NYG,MIN,1502.7402,1535.3941,7,6,0,0,9.546099999999981,0.7619047619047619,1.0
1999,16,REG,PIT,CAR,1422.047,1510.0009,8,8,0,1,-45.75389999999997,0.7619047619047619,1.0
1999,16,REG,LAC,LV,1464.5741,1507.9068,7,7,1,1,-1.1326999999999288,0.7619047619047619,1.0
1999,16,REG,SEA,KC,1505.3202,1572.2862,7,8,1,1,-24.76599999999989,0.7619047619047619,1.0
1999,16,REG,SF,WAS,1393.1229,1522.9955,8,7,0,0,-87.67259999999992,0.7619047619047619,1.0
1999,16,REG,LA,CHI,1628.5348,1473.9052,7,7,0,1,196.82959999999997,0.7619047619047619,1.0
1999,16,REG,TB,GB,1568.7305,1489.2677,7,6,1,1,121.66279999999979,0.7619047619047619,1.0
1999,16,REG,TEN,JAX,1603.036,1653.4651,7,7,1,1,-8.229099999999832,0.7619047619047619,1.0
1999,16,REG,MIA,NYJ,1550.9552,1503.5244,8,8,1,0,89.6308000000001,0.7619047619047619,1.0
1999,17,REG,BUF,IND,1577.0969,1665.2737,7,7,1,1,-45.976799999999955,0.8095238095238095,1.0
1999,17,REG,CAR,NO,1487.3822,1375.0381,7,9,1,1,154.54410000000001,0.8095238095238095,1.0
1999,17,REG,CHI,TB,1464.1612,1581.9999,7,7,1,0,-75.63870000000001,0.8095238095238095,1.0
1999,17,REG,DAL,NYG,1458.3993,1482.1908,9,7,1,1,18.40849999999996,0.8095238095238095,1.0
1999,17,REG,DEN,LAC,1491.9802,1484.6393,8,7,1,0,49.54089999999992,0.8095238095238095,1.0
1999,17,REG,GB,ARI,1475.9983,1452.9237,7,7,0,1,65.27459999999992,0.8095238095238095,1.0
1999,17,REG,JAX,CIN,1632.9915,1411.9634,7,7,1,1,263.2281,0.8095238095238095,1.0
1999,17,REG,KC,LV,1550.863,1487.8416,7,7,1,0,105.22140000000009,0.8095238095238095,1.0
1999,17,REG,MIN,DET,1555.9435,1490.8953,7,8,1,1,107.24820000000018,0.8095238095238095,1.0
